questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT89-S1-Q01,deepseek/deepseek-r1,minimal,1,A,A,true,3081,
PT89-S1-Q01,deepseek/deepseek-r1,minimal,2,A,A,true,1340,
PT89-S1-Q01,deepseek/deepseek-r1,minimal,3,A,A,true,1823,
PT89-S1-Q02,deepseek/deepseek-r1,minimal,1,B,B,true,1694,
PT89-S1-Q02,deepseek/deepseek-r1,minimal,2,B,B,true,1750,
PT89-S1-Q02,deepseek/deepseek-r1,minimal,3,B,B,true,1795,
PT89-S1-Q03,deepseek/deepseek-r1,minimal,1,A,A,true,1299,
PT89-S1-Q03,deepseek/deepseek-r1,minimal,2,A,A,true,1075,
PT89-S1-Q03,deepseek/deepseek-r1,minimal,3,A,A,true,1074,
PT89-S1-Q04,deepseek/deepseek-r1,minimal,1,C,C,true,1567,
PT89-S1-Q04,deepseek/deepseek-r1,minimal,2,C,C,true,1126,
PT89-S1-Q04,deepseek/deepseek-r1,minimal,3,C,C,true,1298,
PT89-S1-Q05,deepseek/deepseek-r1,minimal,1,D,D,true,1592,
PT89-S1-Q05,deepseek/deepseek-r1,minimal,2,D,D,true,1518,
PT89-S1-Q05,deepseek/deepseek-r1,minimal,3,D,D,true,1550,
PT89-S1-Q06,deepseek/deepseek-r1,minimal,1,D,D,true,1600,
PT89-S1-Q06,deepseek/deepseek-r1,minimal,2,D,D,true,1683,
PT89-S1-Q06,deepseek/deepseek-r1,minimal,3,D,D,true,1549,
PT89-S1-Q07,deepseek/deepseek-r1,minimal,1,E,E,true,1288,
PT89-S1-Q07,deepseek/deepseek-r1,minimal,2,E,E,true,1385,
PT89-S1-Q07,deepseek/deepseek-r1,minimal,3,E,E,true,3407,
PT89-S1-Q08,deepseek/deepseek-r1,minimal,1,C,C,true,1412,
PT89-S1-Q08,deepseek/deepseek-r1,minimal,2,C,C,true,1595,
PT89-S1-Q08,deepseek/deepseek-r1,minimal,3,C,C,true,1564,
PT89-S1-Q09,deepseek/deepseek-r1,minimal,1,C,C,true,1535,
PT89-S1-Q09,deepseek/deepseek-r1,minimal,2,C,C,true,1567,
PT89-S1-Q09,deepseek/deepseek-r1,minimal,3,C,C,true,1471,
PT89-S1-Q10,deepseek/deepseek-r1,minimal,1,D,D,true,1411,
PT89-S1-Q10,deepseek/deepseek-r1,minimal,2,D,D,true,1692,
PT89-S1-Q10,deepseek/deepseek-r1,minimal,3,D,D,true,1186,
PT89-S1-Q11,deepseek/deepseek-r1,minimal,1,A,A,true,1526,
PT89-S1-Q11,deepseek/deepseek-r1,minimal,2,A,C,false,1631,
PT89-S1-Q11,deepseek/deepseek-r1,minimal,3,A,A,true,1271,
PT89-S1-Q12,deepseek/deepseek-r1,minimal,1,B,B,true,2102,
PT89-S1-Q12,deepseek/deepseek-r1,minimal,2,B,B,true,2123,
PT89-S1-Q12,deepseek/deepseek-r1,minimal,3,B,,false,1638,
PT89-S1-Q13,deepseek/deepseek-r1,minimal,1,C,C,true,1361,
PT89-S1-Q13,deepseek/deepseek-r1,minimal,2,C,C,true,1440,
PT89-S1-Q13,deepseek/deepseek-r1,minimal,3,C,C,true,1398,
PT89-S1-Q14,deepseek/deepseek-r1,minimal,1,B,B,true,1224,
PT89-S1-Q14,deepseek/deepseek-r1,minimal,2,B,B,true,1271,
PT89-S1-Q14,deepseek/deepseek-r1,minimal,3,B,B,true,1300,
PT89-S1-Q15,deepseek/deepseek-r1,minimal,1,C,C,true,1642,
PT89-S1-Q15,deepseek/deepseek-r1,minimal,2,C,C,true,1969,
PT89-S1-Q15,deepseek/deepseek-r1,minimal,3,C,C,true,2299,
PT89-S1-Q16,deepseek/deepseek-r1,minimal,1,B,B,true,2090,
PT89-S1-Q16,deepseek/deepseek-r1,minimal,2,B,B,true,1433,
PT89-S1-Q16,deepseek/deepseek-r1,minimal,3,B,B,true,2273,
PT89-S1-Q17,deepseek/deepseek-r1,minimal,1,D,D,true,1710,
PT89-S1-Q17,deepseek/deepseek-r1,minimal,2,D,D,true,1665,
PT89-S1-Q17,deepseek/deepseek-r1,minimal,3,D,D,true,2437,
PT89-S1-Q18,deepseek/deepseek-r1,minimal,1,E,E,true,1290,
PT89-S1-Q18,deepseek/deepseek-r1,minimal,2,E,E,true,1843,
PT89-S1-Q18,deepseek/deepseek-r1,minimal,3,E,E,true,6265,
PT89-S1-Q19,deepseek/deepseek-r1,minimal,1,A,A,true,1842,
PT89-S1-Q19,deepseek/deepseek-r1,minimal,2,A,A,true,1155,
PT89-S1-Q19,deepseek/deepseek-r1,minimal,3,A,A,true,1369,
PT89-S1-Q20,deepseek/deepseek-r1,minimal,1,A,A,true,1744,
PT89-S1-Q20,deepseek/deepseek-r1,minimal,2,A,A,true,1253,
PT89-S1-Q20,deepseek/deepseek-r1,minimal,3,A,A,true,1339,
PT89-S1-Q21,deepseek/deepseek-r1,minimal,1,C,C,true,1293,
PT89-S1-Q21,deepseek/deepseek-r1,minimal,2,C,,false,2701,
PT89-S1-Q21,deepseek/deepseek-r1,minimal,3,C,C,true,1430,
PT89-S1-Q22,deepseek/deepseek-r1,minimal,1,B,B,true,1333,
PT89-S1-Q22,deepseek/deepseek-r1,minimal,2,B,B,true,1490,
PT89-S1-Q22,deepseek/deepseek-r1,minimal,3,B,B,true,1148,
PT89-S1-Q23,deepseek/deepseek-r1,minimal,1,A,A,true,1572,
PT89-S1-Q23,deepseek/deepseek-r1,minimal,2,A,A,true,1228,
PT89-S1-Q23,deepseek/deepseek-r1,minimal,3,A,A,true,1368,
PT89-S1-Q24,deepseek/deepseek-r1,minimal,1,A,A,true,1320,
PT89-S1-Q24,deepseek/deepseek-r1,minimal,2,A,A,true,1589,
PT89-S1-Q24,deepseek/deepseek-r1,minimal,3,A,A,true,1876,
PT89-S1-Q25,deepseek/deepseek-r1,minimal,1,D,C,false,1132,
PT89-S1-Q25,deepseek/deepseek-r1,minimal,2,D,C,false,1255,
PT89-S1-Q25,deepseek/deepseek-r1,minimal,3,D,C,false,1710,
PT89-S1-Q26,deepseek/deepseek-r1,minimal,1,E,E,true,1249,
PT89-S1-Q26,deepseek/deepseek-r1,minimal,2,E,E,true,1365,
PT89-S1-Q26,deepseek/deepseek-r1,minimal,3,E,E,true,1241,
PT89-S2-Q01,deepseek/deepseek-r1,minimal,1,C,C,true,1751,
PT89-S2-Q01,deepseek/deepseek-r1,minimal,2,C,C,true,1103,
PT89-S2-Q01,deepseek/deepseek-r1,minimal,3,C,C,true,1128,
