questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT89-S1-Q01,deepseek/deepseek-r1,minimal,1,A,A,true,3081,
PT89-S1-Q01,deepseek/deepseek-r1,minimal,2,A,A,true,1340,
PT89-S1-Q01,deepseek/deepseek-r1,minimal,3,A,A,true,1823,
PT89-S1-Q02,deepseek/deepseek-r1,minimal,1,B,B,true,1694,
PT89-S1-Q02,deepseek/deepseek-r1,minimal,2,B,B,true,1750,
PT89-S1-Q02,deepseek/deepseek-r1,minimal,3,B,B,true,1795,
PT89-S1-Q03,deepseek/deepseek-r1,minimal,1,A,A,true,1299,
PT89-S1-Q03,deepseek/deepseek-r1,minimal,2,A,A,true,1075,
PT89-S1-Q03,deepseek/deepseek-r1,minimal,3,A,A,true,1074,
PT89-S1-Q04,deepseek/deepseek-r1,minimal,1,C,C,true,1567,
PT89-S1-Q04,deepseek/deepseek-r1,minimal,2,C,C,true,1126,
PT89-S1-Q04,deepseek/deepseek-r1,minimal,3,C,C,true,1298,
PT89-S1-Q05,deepseek/deepseek-r1,minimal,1,D,D,true,1592,
PT89-S1-Q05,deepseek/deepseek-r1,minimal,2,D,D,true,1518,
PT89-S1-Q05,deepseek/deepseek-r1,minimal,3,D,D,true,1550,
PT89-S1-Q06,deepseek/deepseek-r1,minimal,1,D,D,true,1600,
PT89-S1-Q06,deepseek/deepseek-r1,minimal,2,D,D,true,1683,
PT89-S1-Q06,deepseek/deepseek-r1,minimal,3,D,D,true,1549,
PT89-S1-Q07,deepseek/deepseek-r1,minimal,1,E,E,true,1288,
PT89-S1-Q07,deepseek/deepseek-r1,minimal,2,E,E,true,1385,
PT89-S1-Q07,deepseek/deepseek-r1,minimal,3,E,E,true,3407,
PT89-S1-Q08,deepseek/deepseek-r1,minimal,1,C,C,true,1412,
PT89-S1-Q08,deepseek/deepseek-r1,minimal,2,C,C,true,1595,
PT89-S1-Q08,deepseek/deepseek-r1,minimal,3,C,C,true,1564,
PT89-S1-Q09,deepseek/deepseek-r1,minimal,1,C,C,true,1535,
PT89-S1-Q09,deepseek/deepseek-r1,minimal,2,C,C,true,1567,
PT89-S1-Q09,deepseek/deepseek-r1,minimal,3,C,C,true,1471,
