questionId,model,promptMode,repeatIndex,correctAnswer,predictedAnswer,isCorrect,latencyMs,error
PT91-S1-Q01,deepseek/deepseek-r1,minimal,1,B,B,true,3040,
PT91-S1-Q01,deepseek/deepseek-r1,minimal,2,B,C,false,2016,
PT91-S1-Q01,deepseek/deepseek-r1,minimal,3,B,B,true,1265,
PT91-S1-Q02,deepseek/deepseek-r1,minimal,1,D,D,true,1268,
PT91-S1-Q02,deepseek/deepseek-r1,minimal,2,D,D,true,1327,
PT91-S1-Q02,deepseek/deepseek-r1,minimal,3,D,D,true,1544,
PT91-S1-Q03,deepseek/deepseek-r1,minimal,1,B,B,true,1848,
PT91-S1-Q03,deepseek/deepseek-r1,minimal,2,B,B,true,1705,
PT91-S1-Q03,deepseek/deepseek-r1,minimal,3,B,B,true,1808,
PT91-S1-Q04,deepseek/deepseek-r1,minimal,1,C,C,true,1469,
PT91-S1-Q04,deepseek/deepseek-r1,minimal,2,C,C,true,1906,
PT91-S1-Q04,deepseek/deepseek-r1,minimal,3,C,C,true,1417,
PT91-S1-Q05,deepseek/deepseek-r1,minimal,1,D,D,true,1455,
PT91-S1-Q05,deepseek/deepseek-r1,minimal,2,D,D,true,1603,
PT91-S1-Q05,deepseek/deepseek-r1,minimal,3,D,D,true,1694,
PT91-S1-Q06,deepseek/deepseek-r1,minimal,1,C,C,true,1091,
PT91-S1-Q06,deepseek/deepseek-r1,minimal,2,C,C,true,1683,
PT91-S1-Q06,deepseek/deepseek-r1,minimal,3,C,C,true,1390,
PT91-S1-Q07,deepseek/deepseek-r1,minimal,1,A,A,true,1382,
PT91-S1-Q07,deepseek/deepseek-r1,minimal,2,A,A,true,1332,
PT91-S1-Q07,deepseek/deepseek-r1,minimal,3,A,A,true,1329,
PT91-S1-Q08,deepseek/deepseek-r1,minimal,1,B,B,true,3835,
PT91-S1-Q08,deepseek/deepseek-r1,minimal,2,B,B,true,1907,
PT91-S1-Q08,deepseek/deepseek-r1,minimal,3,B,D,false,1173,
PT91-S1-Q09,deepseek/deepseek-r1,minimal,1,C,C,true,1673,
PT91-S1-Q09,deepseek/deepseek-r1,minimal,2,C,C,true,1597,
PT91-S1-Q09,deepseek/deepseek-r1,minimal,3,C,C,true,1746,
PT91-S1-Q10,deepseek/deepseek-r1,minimal,1,E,E,true,1546,
PT91-S1-Q10,deepseek/deepseek-r1,minimal,2,E,E,true,1888,
PT91-S1-Q10,deepseek/deepseek-r1,minimal,3,E,E,true,1324,
PT91-S1-Q11,deepseek/deepseek-r1,minimal,1,E,E,true,1764,
PT91-S1-Q11,deepseek/deepseek-r1,minimal,2,E,E,true,1100,
PT91-S1-Q11,deepseek/deepseek-r1,minimal,3,E,E,true,1443,
PT91-S1-Q12,deepseek/deepseek-r1,minimal,1,C,C,true,1110,
PT91-S1-Q12,deepseek/deepseek-r1,minimal,2,C,C,true,1367,
PT91-S1-Q12,deepseek/deepseek-r1,minimal,3,C,C,true,1325,
PT91-S1-Q13,deepseek/deepseek-r1,minimal,1,D,A,false,1215,
PT91-S1-Q13,deepseek/deepseek-r1,minimal,2,D,D,true,1992,
PT91-S1-Q13,deepseek/deepseek-r1,minimal,3,D,D,true,1819,
PT91-S1-Q14,deepseek/deepseek-r1,minimal,1,A,A,true,1170,
PT91-S1-Q14,deepseek/deepseek-r1,minimal,2,A,A,true,1391,
PT91-S1-Q14,deepseek/deepseek-r1,minimal,3,A,A,true,1172,
PT91-S1-Q15,deepseek/deepseek-r1,minimal,1,A,A,true,1502,
PT91-S1-Q15,deepseek/deepseek-r1,minimal,2,A,A,true,1781,
PT91-S1-Q15,deepseek/deepseek-r1,minimal,3,A,A,true,1253,
PT91-S1-Q16,deepseek/deepseek-r1,minimal,1,A,A,true,1427,
PT91-S1-Q16,deepseek/deepseek-r1,minimal,2,A,A,true,1227,
PT91-S1-Q16,deepseek/deepseek-r1,minimal,3,A,A,true,1296,
PT91-S1-Q17,deepseek/deepseek-r1,minimal,1,B,B,true,1118,
PT91-S1-Q17,deepseek/deepseek-r1,minimal,2,B,B,true,1627,
PT91-S1-Q17,deepseek/deepseek-r1,minimal,3,B,E,false,1744,
PT91-S1-Q18,deepseek/deepseek-r1,minimal,1,E,E,true,1179,
PT91-S1-Q18,deepseek/deepseek-r1,minimal,2,E,B,false,1667,
PT91-S1-Q18,deepseek/deepseek-r1,minimal,3,E,E,true,1339,
PT91-S1-Q19,deepseek/deepseek-r1,minimal,1,E,E,true,1298,
PT91-S1-Q19,deepseek/deepseek-r1,minimal,2,E,E,true,1320,
PT91-S1-Q19,deepseek/deepseek-r1,minimal,3,E,E,true,1973,
PT91-S1-Q20,deepseek/deepseek-r1,minimal,1,B,B,true,1289,
PT91-S1-Q20,deepseek/deepseek-r1,minimal,2,B,B,true,1303,
PT91-S1-Q20,deepseek/deepseek-r1,minimal,3,B,B,true,1375,
PT91-S1-Q21,deepseek/deepseek-r1,minimal,1,A,A,true,1382,
PT91-S1-Q21,deepseek/deepseek-r1,minimal,2,A,A,true,1787,
PT91-S1-Q21,deepseek/deepseek-r1,minimal,3,A,A,true,1266,
PT91-S1-Q22,deepseek/deepseek-r1,minimal,1,D,D,true,1400,
PT91-S1-Q22,deepseek/deepseek-r1,minimal,2,D,D,true,1210,
PT91-S1-Q22,deepseek/deepseek-r1,minimal,3,D,D,true,1459,
PT91-S1-Q23,deepseek/deepseek-r1,minimal,1,A,A,true,1543,
PT91-S1-Q23,deepseek/deepseek-r1,minimal,2,A,A,true,1207,
PT91-S1-Q23,deepseek/deepseek-r1,minimal,3,A,A,true,1538,
PT91-S1-Q24,deepseek/deepseek-r1,minimal,1,E,E,true,1288,
PT91-S1-Q24,deepseek/deepseek-r1,minimal,2,E,E,true,1378,
PT91-S1-Q24,deepseek/deepseek-r1,minimal,3,E,E,true,1431,
PT91-S1-Q25,deepseek/deepseek-r1,minimal,1,A,A,true,1595,
PT91-S1-Q25,deepseek/deepseek-r1,minimal,2,A,A,true,1781,
PT91-S1-Q25,deepseek/deepseek-r1,minimal,3,A,A,true,1349,
PT91-S2-Q01,deepseek/deepseek-r1,minimal,1,B,B,true,1245,
PT91-S2-Q01,deepseek/deepseek-r1,minimal,2,B,B,true,1423,
PT91-S2-Q01,deepseek/deepseek-r1,minimal,3,B,B,true,1454,
PT91-S2-Q02,deepseek/deepseek-r1,minimal,1,E,E,true,1383,
PT91-S2-Q02,deepseek/deepseek-r1,minimal,2,E,E,true,1841,
PT91-S2-Q02,deepseek/deepseek-r1,minimal,3,E,E,true,1443,
PT91-S2-Q03,deepseek/deepseek-r1,minimal,1,D,D,true,1470,
PT91-S2-Q03,deepseek/deepseek-r1,minimal,2,D,D,true,1109,
PT91-S2-Q03,deepseek/deepseek-r1,minimal,3,D,D,true,1139,
PT91-S2-Q04,deepseek/deepseek-r1,minimal,1,E,E,true,1313,
PT91-S2-Q04,deepseek/deepseek-r1,minimal,2,E,E,true,1157,
PT91-S2-Q04,deepseek/deepseek-r1,minimal,3,E,E,true,2791,
PT91-S2-Q05,deepseek/deepseek-r1,minimal,1,D,D,true,1262,
PT91-S2-Q05,deepseek/deepseek-r1,minimal,2,D,D,true,1564,
PT91-S2-Q05,deepseek/deepseek-r1,minimal,3,D,D,true,2035,
PT91-S2-Q06,deepseek/deepseek-r1,minimal,1,D,D,true,1371,
PT91-S2-Q06,deepseek/deepseek-r1,minimal,2,D,D,true,1690,
PT91-S2-Q06,deepseek/deepseek-r1,minimal,3,D,D,true,1286,
PT91-S2-Q07,deepseek/deepseek-r1,minimal,1,E,E,true,1797,
PT91-S2-Q07,deepseek/deepseek-r1,minimal,2,E,E,true,1462,
PT91-S2-Q07,deepseek/deepseek-r1,minimal,3,E,E,true,1921,
PT91-S2-Q08,deepseek/deepseek-r1,minimal,1,C,C,true,1114,
PT91-S2-Q08,deepseek/deepseek-r1,minimal,2,C,C,true,1798,
PT91-S2-Q08,deepseek/deepseek-r1,minimal,3,C,C,true,4823,
PT91-S2-Q09,deepseek/deepseek-r1,minimal,1,E,D,false,1873,
PT91-S2-Q09,deepseek/deepseek-r1,minimal,2,E,E,true,1288,
PT91-S2-Q09,deepseek/deepseek-r1,minimal,3,E,E,true,1392,
PT91-S2-Q10,deepseek/deepseek-r1,minimal,1,D,D,true,1478,
PT91-S2-Q10,deepseek/deepseek-r1,minimal,2,D,D,true,1312,
PT91-S2-Q10,deepseek/deepseek-r1,minimal,3,D,D,true,1369,
